table,_start,_stop,_time,_measurement,file_type,job_id,job_name,job_status,production_label,project_name,quality,render_node,resolution,task,aa_samples,aov_count,file_size,frame_number,light_count,polygon_count,render_time,total_render_time
9805,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.816115Z,render_jobs,png,f370fbec-ccd6-486f-9f79-f115a7a93c3e,lidl_0123_lighting.1027,finished,lighting_complex,lidl_0123,low,node_1,1280x720,lighting,2,6,8.584454682942262,1027,8,566767,100.1889723084366,5009.448615
9806,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.831992Z,render_jobs,png,f375a75e-605d-4bee-a879-c11d1854d26b,apple_0789_lighting.1006,error,fx_complex,apple_0789,final,node_6,3840x2160,lighting,16,4,7.052470469067381,1006,9,422814,104.08989638337523,5204.494819168762
9807,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.687375Z,render_jobs,png,f37c1808-9219-4c4d-b5e1-ccd3bc69a30d,lidl_0123_lighting.1018,finished,lighting_complex,lidl_0123,final,node_0,3840x2160,lighting,16,5,9.948672277,1018,14,672754,197.31740583310702,9865.870292
9808,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.810188Z,render_jobs,png,f37d3e05-9748-4095-859d-7f26b724b198,apple_0789_compositing.1005,idle,lighting_easy,apple_0789,final,node_14,3840x2160,compositing,16,6,8.356127991,1005,5,826156,156.53155967004398,7826.577983502199
9809,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.89571Z,render_jobs,png,f3915203-6bc4-4fd0-8315-d1c4daeb5976,lidl_0123_lighting.1001,finished,lighting_complex,lidl_0123,low,node_5,1280x720,lighting,2,2,5.878236287775649,1001,8,66463,37.062574767228114,1853.1287383614058
9810,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.672578Z,render_jobs,png,f39ee307-77fc-4c53-9394-2a423f95436d,nike_0456_compositing.1049,idle,lighting_mid,nike_0456,medium,node_10,1920x1080,compositing,4,1,9.906495355886909,1049,19,539327,170.2441893677822,8512.209468
9811,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.761979Z,render_jobs,png,f3af9809-8e90-4b96-9056-395dd002d694,lidl_0123_animation_playblast.1000,finished,fx_easy,lidl_0123,high,node_12,2560x1440,animation_playblast,8,7,1.070433229030224,1000,9,660886,202.72300658654513,10136.150329327256
9812,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.635018Z,render_jobs,png,f3ca76e6-67b6-4ec7-acc0-4594ba86f2fa,apple_0789_lighting.1021,idle,lighting_complex,apple_0789,medium,node_10,1920x1080,lighting,4,8,4.150191590688478,1021,14,301999,127.68373905154549,6384.1869525772745
9813,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.656352Z,render_jobs,png,f3ca9ae5-15e8-444e-992b-d42430ae1aeb,nike_0456_animation_playblast.1008,idle,lighting_easy,nike_0456,final,node_14,3840x2160,animation_playblast,16,2,9.619615101451155,1008,10,197435,85.09364567925385,4254.682283962693
9814,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.648299Z,render_jobs,png,f3f093ae-eb60-499b-92ea-ff2c7c6ed30c,apple_0789_animation_playblast.1001,idle,lighting_mid,apple_0789,medium,node_5,1920x1080,animation_playblast,4,10,7.419203079162433,1001,15,452856,100.41341072111247,5020.670536055623
9815,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.818474Z,render_jobs,png,f40e7ba0-d2e3-419d-9d3a-b423afb595db,nike_0456_compositing.1016,finished,lighting_easy,nike_0456,medium,node_4,1920x1080,compositing,4,8,6.0019045886961315,1016,7,44528,60.06722989735628,3003.3614948678137
9816,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.76112Z,render_jobs,png,f4134dc1-08bc-4e17-b8a1-38132cc26bea,apple_0789_lighting.1005,idle,lighting_complex,apple_0789,medium,node_9,1920x1080,lighting,4,2,4.327320527,1005,1,278320,66.70096034162215,3335.0480170811074
9817,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.693779Z,render_jobs,png,f41e2ee8-0f21-4169-97c2-e3bf7470ce46,apple_0789_animation_playblast.1049,idle,lighting_mid,apple_0789,final,node_2,3840x2160,animation_playblast,16,10,3.585262544524669,1049,11,570915,145.03065645555395,7251.532822777697
9818,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.841882Z,render_jobs,png,f42168dd-6e73-4395-91a3-b0eacf75c9d7,lidl_0123_lighting.1013,idle,lighting_easy,lidl_0123,medium,node_13,1920x1080,lighting,4,10,3.5592414295631642,1013,18,383232,109.64507414303132,5482.253707151566
9819,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.700724Z,render_jobs,png,f4252ef1-4c6f-406f-b110-be3ea69be3cb,nike_0456_lighting.1041,idle,lighting_mid,nike_0456,high,node_10,2560x1440,lighting,8,4,5.562307355309609,1041,5,361159,108.44518261071606,5422.259130535803
9820,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.815469Z,render_jobs,png,f43d941c-e1ad-47f4-b356-34111785efc1,nike_0456_animation_playblast.1047,idle,fx_easy,nike_0456,medium,node_7,1920x1080,animation_playblast,4,10,7.830747242131473,1047,18,937368,185.33921132762248,9266.960566381123
9821,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.853033Z,render_jobs,png,f4599018-9967-4918-850a-0296a4674942,apple_0789_compositing.1025,finished,lighting_easy,apple_0789,high,node_3,2560x1440,compositing,8,3,2.0242817972926033,1025,12,10470,60.289717961605845,3014.4858980802924
9822,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.898064Z,render_jobs,png,f46cec84-7e4e-4a38-afff-9eff70c02f13,nike_0456_lighting.1035,finished,lighting_easy,nike_0456,medium,node_1,1920x1080,lighting,4,1,5.552419218557504,1035,1,340753,56.43326033,2821.663016709415
9823,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.782478Z,render_jobs,png,f4865077-08d5-46ae-b5e3-8da3bc04e0ba,apple_0789_lighting.1003,finished,fx_easy,apple_0789,high,node_6,2560x1440,lighting,8,1,4.382663126,1003,8,986592,154.1023098742911,7705.115493714556
9824,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.714701Z,render_jobs,png,f48ed3a0-89e5-496b-b5e4-25dedda8386f,lidl_0123_compositing.1020,finished,lighting_mid,lidl_0123,medium,node_3,1920x1080,compositing,4,1,2.312002039504834,1020,9,52113,50.03037114136229,2501.518557068114
9825,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.762669Z,render_jobs,png,f4a2d827-0aab-43a2-986e-e55901ec53c9,nike_0456_animation_playblast.1040,idle,fx_easy,nike_0456,final,node_7,3840x2160,animation_playblast,16,4,9.922897633120307,1040,2,925423,152.5545613,7627.728066
9826,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.634602Z,render_jobs,png,f4a99e89-4681-405d-923a-2ec3245ffab0,nike_0456_animation_playblast.1034,idle,fx_complex,nike_0456,low,node_4,1280x720,animation_playblast,2,4,7.931251328,1034,20,89355,96.42090552445762,4821.0452762228815
9827,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.741074Z,render_jobs,png,f4af2a34-e3ff-4761-805b-8f68f32a2e14,nike_0456_lighting.1024,finished,lighting_mid,nike_0456,high,node_1,2560x1440,lighting,8,2,7.132508776933563,1024,10,118020,57.23619346007997,2861.8096730039983
9828,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.73389Z,render_jobs,png,f4b62cd8-3a07-408c-b402-8dcac33781f0,nike_0456_animation_playblast.1017,idle,lighting_complex,nike_0456,final,node_10,3840x2160,animation_playblast,16,10,6.7794488505581825,1017,12,393972,158.2471567577301,7912.357837886505
9829,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.691692Z,render_jobs,png,f4d20b52-66ac-4abf-9816-dd91a06e5f30,nike_0456_lighting.1036,idle,fx_easy,nike_0456,high,node_14,2560x1440,lighting,8,10,1.4154263664142923,1036,18,192190,104.53265774254098,5226.632887127049
9830,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.904488Z,render_jobs,png,f4d79f93-75e0-494f-9f3e-5ff25fe80c2e,lidl_0123_animation_playblast.1021,finished,fx_easy,lidl_0123,high,node_1,2560x1440,animation_playblast,8,3,8.346001820414948,1021,5,881177,131.61352306319773,6580.676153159887
9831,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.833731Z,render_jobs,png,f4ed2064-8e3b-40d0-951c-c6d2fd54e2ea,lidl_0123_compositing.1003,idle,fx_complex,lidl_0123,final,node_14,3840x2160,compositing,16,7,9.189235092,1003,9,349495,107.96248052298786,5398.124026149393
9832,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.703147Z,render_jobs,png,f505b8ba-ce77-420d-bbc2-ed1232e47b75,apple_0789_animation_playblast.1022,idle,fx_easy,apple_0789,low,node_5,1280x720,animation_playblast,2,9,4.683886481,1022,14,579066,108.12097962441364,5406.0489812206815
9833,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.725346Z,render_jobs,png,f5065b03-f440-4aa2-bca1-29ffd7b15b15,lidl_0123_animation_playblast.1005,finished,lighting_complex,lidl_0123,low,node_12,1280x720,animation_playblast,2,4,8.138762763935942,1005,14,314059,140.1293147255017,7006.465736275085
9834,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.816549Z,render_jobs,png,f5094fc0-785d-43da-bce9-65bae896e328,nike_0456_compositing.1017,finished,fx_easy,nike_0456,low,node_5,1280x720,compositing,2,6,5.942237554228915,1017,7,103637,42.84492018747928,2142.246009373964
9835,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.865624Z,render_jobs,png,f50d94a3-840f-44a2-a22a-e8d0bc152b30,lidl_0123_lighting.1021,finished,lighting_easy,lidl_0123,medium,node_2,1920x1080,lighting,4,3,3.859787835804588,1021,16,757503,157.2020340514051,7860.101702570255
9836,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.647862Z,render_jobs,png,f551ca5b-4dc7-414c-bcf5-da7fff4d0bf5,apple_0789_lighting.1048,idle,fx_easy,apple_0789,final,node_9,3840x2160,lighting,16,7,5.855414059346033,1048,5,599148,149.77561514588004,7488.780757294002
9837,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.789271Z,render_jobs,png,f55c606b-3183-4d4c-8352-5565841ea104,apple_0789_compositing.1020,finished,lighting_mid,apple_0789,final,node_12,3840x2160,compositing,16,2,4.351119644,1020,17,392443,188.14568062794967,9407.284031397483
9838,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.890169Z,render_jobs,png,f57280e4-9e2d-4496-baa0-482a3dc5864c,nike_0456_animation_playblast.1017,idle,fx_easy,nike_0456,low,node_13,1280x720,animation_playblast,2,3,3.832302174769961,1017,9,191560,58.16174094215753,2908.0870471078765
9839,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.892273Z,render_jobs,png,f57b5a16-8f5c-44ca-8ca9-688829291501,nike_0456_animation_playblast.1026,idle,fx_easy,nike_0456,high,node_12,2560x1440,animation_playblast,8,7,2.5885427093608517,1026,2,753922,193.99552884704664,9699.776442352331
9840,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.856053Z,render_jobs,png,f581ad70-7793-471c-8f29-83e21571de13,apple_0789_compositing.1045,finished,lighting_mid,apple_0789,low,node_3,1280x720,compositing,2,6,4.192039517907666,1045,13,686646,147.5126926457128,7375.634632
9841,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.687925Z,render_jobs,png,f5867fb2-d4a1-41e1-aea4-c3151bd13006,apple_0789_animation_playblast.1043,finished,lighting_easy,apple_0789,medium,node_2,1920x1080,animation_playblast,4,10,1.8251909043068566,1043,1,241128,63.14881881655798,3157.440940827899
9842,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.667471Z,render_jobs,png,f59efbbb-c291-4dda-9ff4-b5c7edd2380a,apple_0789_compositing.1010,finished,fx_easy,apple_0789,high,node_5,2560x1440,compositing,8,5,8.133928659373206,1010,11,311289,76.99366779720825,3849.6833898604123
9843,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.821558Z,render_jobs,png,f5b00dd5-5ba7-4e97-a6e8-b65657ff5d69,nike_0456_lighting.1041,finished,fx_complex,nike_0456,high,node_8,2560x1440,lighting,8,5,1.4308485003187836,1041,2,256464,65.45094900961824,3272.547450480912
9844,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.906392Z,render_jobs,png,f5b05a98-0537-4a6d-b379-e1da67de4178,nike_0456_lighting.1008,finished,lighting_easy,nike_0456,final,node_14,3840x2160,lighting,16,4,6.388517753029833,1008,20,111017,101.87308485367808,5093.654242683904
9845,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.821437Z,render_jobs,png,f5b2fd5e-4c54-463a-8d14-27814c377b87,apple_0789_animation_playblast.1024,finished,fx_easy,apple_0789,final,node_4,3840x2160,animation_playblast,16,1,1.5281152,1024,9,874635,196.69134169967109,9834.567084983555
9846,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.900662Z,render_jobs,png,f5d235e9-8612-46e7-80ef-ae236384f3f5,apple_0789_animation_playblast.1038,idle,lighting_complex,apple_0789,low,node_11,1280x720,animation_playblast,2,8,2.096199691765649,1038,17,371692,143.02928819220693,7151.464409610347
9847,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.760618Z,render_jobs,png,f609fb74-2f66-482a-bd78-e0eb8ca1354f,lidl_0123_lighting.1003,finished,lighting_easy,lidl_0123,medium,node_14,1920x1080,lighting,4,2,3.3139845590163928,1003,10,934224,162.56945461274753,8128.472730637377
9848,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.809286Z,render_jobs,png,f6105021-bebd-447e-882b-15221a6c1bf6,apple_0789_compositing.1014,idle,lighting_easy,apple_0789,low,node_14,1280x720,compositing,2,9,1.5360801620048563,1014,4,743594,129.8313219898628,6491.566099
9849,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.912145Z,render_jobs,png,f65b447f-4a76-43ff-be04-b2d08103bda1,apple_0789_animation_playblast.1010,idle,fx_easy,apple_0789,final,node_7,3840x2160,animation_playblast,16,1,8.35067589,1010,13,115555,77.82564394,3891.282197
9850,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.802474Z,render_jobs,png,f6890070-609c-4af8-ab57-e9dd68d45ab3,lidl_0123_compositing.1041,idle,lighting_easy,lidl_0123,low,node_0,1280x720,compositing,2,2,7.175367643,1041,2,227049,63.60530453830307,3180.2652269151536
9851,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.75458Z,render_jobs,png,f6b06331-e4c9-462d-971d-cdd2ee1f74fc,nike_0456_compositing.1050,idle,fx_complex,nike_0456,low,node_12,1280x720,compositing,2,6,3.9596965923980436,1050,8,223932,104.7973762156298,5239.868811
9852,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.677752Z,render_jobs,png,f6c4b96d-34e9-4ae6-983e-b67c86dee8c6,nike_0456_compositing.1024,finished,fx_complex,nike_0456,final,node_6,3840x2160,compositing,16,8,8.347307029,1024,8,969870,169.46859042619158,8473.429521
9853,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.91663Z,render_jobs,png,f6c7cc7b-2387-4bb9-be09-34620f02eb59,apple_0789_lighting.1024,finished,fx_complex,apple_0789,medium,node_11,1920x1080,lighting,4,10,1.0096034657157862,1024,3,853610,180.98219261703719,9049.109630851859
9854,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.868851Z,render_jobs,png,f6cd6930-7204-4d1e-a898-7a66ec9e682c,lidl_0123_animation_playblast.1026,idle,lighting_complex,lidl_0123,low,node_12,1280x720,animation_playblast,2,8,3.0620520994877003,1026,11,371604,147.1064280831686,7355.321404
9855,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.899636Z,render_jobs,png,f6cf6e26-1ca1-4e9e-836d-9c17cf6b076e,nike_0456_animation_playblast.1005,error,lighting_complex,nike_0456,high,node_4,2560x1440,animation_playblast,8,3,4.597441450124449,1005,11,888777,195.82150368415992,9791.075184207995
9856,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.690182Z,render_jobs,png,f6d25ad8-5ca7-40da-9fcf-877348a226aa,lidl_0123_animation_playblast.1022,finished,lighting_mid,lidl_0123,medium,node_5,1920x1080,animation_playblast,4,7,6.137785747486186,1022,13,302413,78.11870383552764,3905.935191776382
9857,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.766644Z,render_jobs,png,f6ef36c2-812c-4e7d-8435-429505ad4899,nike_0456_animation_playblast.1009,error,lighting_easy,nike_0456,low,node_8,1280x720,animation_playblast,2,5,3.612436781144605,1009,8,934113,157.15679610646794,7857.839805323397
9858,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.898555Z,render_jobs,png,f706c447-2e37-4e19-ad66-308dd53f24be,apple_0789_compositing.1015,idle,lighting_mid,apple_0789,high,node_2,2560x1440,compositing,8,2,3.637415700428967,1015,16,174937,87.57134045976747,4378.5670229883735
9859,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.837159Z,render_jobs,png,f737ba86-bfa5-4cdb-a37a-1d7c44b7dc0f,lidl_0123_compositing.1038,idle,lighting_easy,lidl_0123,medium,node_5,1920x1080,compositing,4,1,3.619335193729627,1038,16,432162,91.24098907,4562.049453
9860,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.644971Z,render_jobs,png,f7401ddb-ff91-4abb-bf32-d244c9be4f1d,apple_0789_animation_playblast.1023,error,lighting_easy,apple_0789,high,node_8,2560x1440,animation_playblast,8,7,7.200044354365534,1023,19,755877,172.2947150433889,8614.735752169445
9861,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.899612Z,render_jobs,png,f74e9bc5-e8c2-490c-9aa4-baae2b27d9ee,nike_0456_animation_playblast.1005,finished,lighting_easy,nike_0456,medium,node_12,1920x1080,animation_playblast,4,3,6.2427733607096245,1005,17,898586,261.76226384399035,13088.113192199518
9862,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.885991Z,render_jobs,png,f755f0f2-b5e4-4b46-8150-21367a6d0e2d,apple_0789_lighting.1010,finished,lighting_complex,apple_0789,medium,node_10,1920x1080,lighting,4,7,2.4648404510337794,1010,4,986427,203.21592917989554,10160.796458994777
9863,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.668923Z,render_jobs,png,f757199e-4087-4744-bbfb-ad67ac4bc703,apple_0789_compositing.1049,idle,fx_complex,apple_0789,medium,node_10,1920x1080,compositing,4,3,7.575690836555317,1049,5,596978,138.0288413270226,6901.442066
9864,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.736864Z,render_jobs,png,f758b887-a2db-480a-bc61-addcd69e007a,apple_0789_lighting.1013,idle,lighting_complex,apple_0789,final,node_9,3840x2160,lighting,16,10,8.906123318881942,1013,13,21344,93.33710226334723,4666.855113167362
9865,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.752599Z,render_jobs,png,f75c651a-7529-4e87-b699-e6d55ac315aa,nike_0456_lighting.1038,idle,lighting_easy,nike_0456,medium,node_2,1920x1080,lighting,4,3,4.938293820382873,1038,10,379322,94.42457658175327,4721.228829087663
9866,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.664724Z,render_jobs,png,f7723761-9d13-4ae3-a2d8-4f8c92f50cca,nike_0456_animation_playblast.1025,error,fx_easy,nike_0456,final,node_11,3840x2160,animation_playblast,16,2,3.064420294046169,1025,9,232182,108.59182570370056,5429.591285185028
9867,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.879415Z,render_jobs,png,f79aa6af-aab5-4a10-8dd2-7437fe328463,lidl_0123_animation_playblast.1009,idle,lighting_easy,lidl_0123,medium,node_5,1920x1080,animation_playblast,4,10,1.6601981421254783,1009,15,862538,141.84697906440374,7092.3489532201875
9868,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.765343Z,render_jobs,png,f7a1f7ab-e3c5-4c5b-a676-c5b6d99a823f,nike_0456_animation_playblast.1044,idle,lighting_mid,nike_0456,high,node_2,2560x1440,animation_playblast,8,6,4.3582371674316684,1044,1,567496,104.27554432286055,5213.7772161430275
9869,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.828001Z,render_jobs,png,f7b30f42-f000-4e3f-9e89-1d88f042bc4b,nike_0456_animation_playblast.1022,finished,fx_easy,nike_0456,low,node_7,1280x720,animation_playblast,2,1,5.091113091481965,1022,6,169375,50.558247440119516,2527.9123720059756
9870,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.903824Z,render_jobs,png,f7c105c2-c359-400d-a09d-2910c11d84b6,lidl_0123_compositing.1033,finished,lighting_complex,lidl_0123,high,node_14,2560x1440,compositing,8,1,9.415040943268476,1033,6,61984,46.72547874608127,2336.2739373040636
9871,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.643336Z,render_jobs,png,f7d14335-bb9f-4f74-a499-10acf60e6fb3,apple_0789_compositing.1020,finished,lighting_mid,apple_0789,final,node_1,3840x2160,compositing,16,8,1.9621265986234446,1020,8,792819,142.8439797553514,7142.198988
9872,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.753865Z,render_jobs,png,f7d3ec8c-49b2-4527-a2f2-5015479e7082,nike_0456_compositing.1028,idle,fx_complex,nike_0456,medium,node_3,1920x1080,compositing,4,4,4.368880313375664,1028,16,82930,76.32350705009857,3816.1753525049285
9873,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.700926Z,render_jobs,png,f7dc0f01-46fb-4322-8375-673fafe17940,nike_0456_animation_playblast.1004,idle,lighting_mid,nike_0456,high,node_13,2560x1440,animation_playblast,8,2,3.301357008305189,1004,3,590776,94.87424901,4743.7124503225905
9874,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.910482Z,render_jobs,png,f7e61076-b7a9-41ed-aef7-850117c5cc96,nike_0456_lighting.1002,idle,fx_complex,nike_0456,medium,node_8,1920x1080,lighting,4,7,7.001631495504501,1002,3,52454,40.088059795061845,2004.4029897530922
9875,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.877293Z,render_jobs,png,f7e751e6-2a91-4d44-b508-b68de128e9f9,lidl_0123_lighting.1023,finished,fx_complex,lidl_0123,high,node_4,2560x1440,lighting,8,1,9.540467771319154,1023,3,862524,165.19557329610413,8259.778664805206
9876,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.65267Z,render_jobs,png,f7f2934e-9a16-4d45-90ed-3826b965c142,lidl_0123_lighting.1032,finished,lighting_easy,lidl_0123,high,node_14,2560x1440,lighting,8,3,2.2333617141251083,1032,16,539818,134.38147399128772,6719.073699564386
9877,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.800138Z,render_jobs,png,f803e012-b341-4cc0-977a-3b859f23cdd0,apple_0789_compositing.1003,finished,lighting_easy,apple_0789,high,node_8,2560x1440,compositing,8,6,5.189630134824946,1003,4,703855,127.28749049933649,6364.3745249668245
9878,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.907151Z,render_jobs,png,f80c4503-2d1e-495e-9e1c-a43f0387c61d,nike_0456_lighting.1037,idle,fx_easy,nike_0456,medium,node_1,1920x1080,lighting,4,4,1.1365691355561398,1037,9,293653,72.22232648114291,3611.116324057146
9879,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.926582Z,render_jobs,png,f8148004-5eb7-4e51-807e-ab2aa284c9fa,nike_0456_animation_playblast.1050,finished,lighting_complex,nike_0456,medium,node_5,1920x1080,animation_playblast,4,9,7.940685957854832,1050,20,512787,115.5768212084612,5778.84106
9880,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.712121Z,render_jobs,png,f829d5e1-494d-4409-b785-8a1b71cd25d7,nike_0456_lighting.1046,finished,lighting_easy,nike_0456,medium,node_11,1920x1080,lighting,4,10,9.284009121,1046,14,755977,200.17953657554048,10008.976828777024
9881,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.706062Z,render_jobs,png,f836beb6-9ad8-44da-967b-f051782562f3,nike_0456_animation_playblast.1027,idle,fx_easy,nike_0456,medium,node_6,1920x1080,animation_playblast,4,10,4.5436335544422946,1027,3,264717,65.10901915,3255.450958
9882,2024-05-24T09:22:52.766447206Z,2024-06-23T09:22:52.766447206Z,2024-06-23T08:52:02.774063Z,render_jobs,png,f83c5645-389d-4d43-aacb-9116638eae75,nike_0456_animation_playblast.1037,finished,fx_easy,nike_0456,low,node_4,1280x720,animation_playblast,2,8,2.6039972058231715,1037,5,973858,189.15160716337678,9457.580358
